Index       FREQ            VM(FIRST)         VM(GATE)           VM(FBK)          VM(DRAIN)          VM(F2)         VM(OUT2_HI_N)  
212      2.65460556e+03    1.97615995e+00    1.92938730e-03    1.98406627e+00    7.45962127e-04    1.57864490e+00    1.78616900e+00
213      2.66685866e+03    1.97616416e+00    1.92963047e-03    1.98408090e+00    7.45974021e-04    1.58127348e+00    1.78914312e+00
214      2.67916832e+03    1.97616826e+00    1.92987585e-03    1.98409539e+00    7.45985939e-04    1.58389087e+00    1.79210459e+00
215      2.69153480e+03    1.97617225e+00    1.93012346e-03    1.98410974e+00    7.45997883e-04    1.58649705e+00    1.79505337e+00
216      2.70395836e+03    1.97617614e+00    1.93037331e-03    1.98412397e+00    7.46009854e-04    1.58909200e+00    1.79798944e+00
217      2.71643927e+03    1.97617993e+00    1.93062543e-03    1.98413806e+00    7.46021852e-04    1.59167568e+00    1.80091276e+00
218      2.72897778e+03    1.97618361e+00    1.93087983e-03    1.98415202e+00    7.46033877e-04    1.59424806e+00    1.80382330e+00
219      2.74157417e+03    1.97618720e+00    1.93113653e-03    1.98416585e+00    7.46045931e-04    1.59680913e+00    1.80672104e+00
220      2.75422870e+03    1.97619068e+00    1.93139555e-03    1.98417956e+00    7.46058015e-04    1.59935886e+00    1.80960596e+00
221      2.76694165e+03    1.97619407e+00    1.93165691e-03    1.98419314e+00    7.46070129e-04    1.60189723e+00    1.81247801e+00
222      2.77971327e+03    1.97619737e+00    1.93192062e-03    1.98420659e+00    7.46082274e-04    1.60442422e+00    1.81533719e+00
223      2.79254384e+03    1.97620057e+00    1.93218671e-03    1.98421992e+00    7.46094451e-04    1.60693980e+00    1.81818346e+00
224      2.80543364e+03    1.97620368e+00    1.93245519e-03    1.98423313e+00    7.46106661e-04    1.60944396e+00    1.82101681e+00
225      2.81838293e+03    1.97620669e+00    1.93272609e-03    1.98424622e+00    7.46118904e-04    1.61193668e+00    1.82383721e+00
226      2.83139200e+03    1.97620962e+00    1.93299942e-03    1.98425918e+00    7.46131182e-04    1.61441793e+00    1.82664465e+00
227      2.84446111e+03    1.97621246e+00    1.93327520e-03    1.98427203e+00    7.46143494e-04    1.61688771e+00    1.82943910e+00
228      2.85759054e+03    1.97621521e+00    1.93355346e-03    1.98428475e+00    7.46155842e-04    1.61934600e+00    1.83222054e+00
229      2.87078058e+03    1.97621788e+00    1.93383420e-03    1.98429736e+00    7.46168228e-04    1.62179277e+00    1.83498896e+00
230      2.88403150e+03    1.97622046e+00    1.93411747e-03    1.98430985e+00    7.46180650e-04    1.62422803e+00    1.83774435e+00
231      2.89734359e+03    1.97622296e+00    1.93440326e-03    1.98432223e+00    7.46193111e-04    1.62665174e+00    1.84048668e+00
232      2.91071712e+03    1.97622538e+00    1.93469161e-03    1.98433450e+00    7.46205612e-04    1.62906391e+00    1.84321594e+00
233      2.92415238e+03    1.97622772e+00    1.93498254e-03    1.98434665e+00    7.46218152e-04    1.63146452e+00    1.84593213e+00
234      2.93764965e+03    1.97622997e+00    1.93527606e-03    1.98435868e+00    7.46230733e-04    1.63385356e+00    1.84863523e+00
235      2.95120923e+03    1.97623215e+00    1.93557220e-03    1.98437061e+00    7.46243356e-04    1.63623102e+00    1.85132522e+00
236      2.96483139e+03    1.97623426e+00    1.93587098e-03    1.98438243e+00    7.46256022e-04    1.63859690e+00    1.85400211e+00
237      2.97851643e+03    1.97623629e+00    1.93617243e-03    1.98439413e+00    7.46268731e-04    1.64095117e+00    1.85666587e+00
238      2.99226464e+03    1.97623824e+00    1.93647656e-03    1.98440573e+00    7.46281484e-04    1.64329385e+00    1.85931650e+00
239      3.00607630e+03    1.97624012e+00    1.93678339e-03    1.98441723e+00    7.46294283e-04    1.64562491e+00    1.86195400e+00
240      3.01995172e+03    1.97624193e+00    1.93709296e-03    1.98442861e+00    7.46307127e-04    1.64794436e+00    1.86457836e+00
241      3.03389118e+03    1.97624367e+00    1.93740527e-03    1.98443989e+00    7.46320019e-04    1.65025220e+00    1.86718958e+00
242      3.04789499e+03    1.97624534e+00    1.93772036e-03    1.98445107e+00    7.46332959e-04    1.65254841e+00    1.86978764e+00
243      3.06196343e+03    1.97624695e+00    1.93803825e-03    1.98446214e+00    7.46345947e-04    1.65483300e+00    1.87237256e+00
244      3.07609681e+03    1.97624848e+00    1.93835896e-03    1.98447312e+00    7.46358985e-04    1.65710596e+00    1.87494432e+00
245      3.09029543e+03    1.97624995e+00    1.93868251e-03    1.98448399e+00    7.46372073e-04    1.65936730e+00    1.87750292e+00
246      3.10455959e+03    1.97625136e+00    1.93900894e-03    1.98449476e+00    7.46385213e-04    1.66161701e+00    1.88004837e+00
247      3.11888958e+03    1.97625270e+00    1.93933825e-03    1.98450543e+00    7.46398405e-04    1.66385509e+00    1.88258067e+00
248      3.13328572e+03    1.97625398e+00    1.93967049e-03    1.98451600e+00    7.46411650e-04    1.66608155e+00    1.88509982e+00
249      3.14774831e+03    1.97625520e+00    1.94000567e-03    1.98452647e+00    7.46424950e-04    1.66829639e+00    1.88760581e+00
250      3.16227766e+03    1.97625635e+00    1.94034381e-03    1.98453685e+00    7.46438305e-04    1.67049962e+00    1.89009867e+00
251      3.17687407e+03    1.97625745e+00    1.94068495e-03    1.98454713e+00    7.46451716e-04    1.67269122e+00    1.89257838e+00
252      3.19153786e+03    1.97625849e+00    1.94102910e-03    1.98455732e+00    7.46465184e-04    1.67487123e+00    1.89504495e+00
253      3.20626932e+03    1.97625947e+00    1.94137630e-03    1.98456741e+00    7.46478709e-04    1.67703962e+00    1.89749840e+00
254      3.22106879e+03    1.97626040e+00    1.94172656e-03    1.98457741e+00    7.46492294e-04    1.67919642e+00    1.89993873e+00
255      3.23593657e+03    1.97626127e+00    1.94207992e-03    1.98458732e+00    7.46505939e-04    1.68134164e+00    1.90236595e+00
256      3.25087297e+03    1.97626209e+00    1.94243641e-03    1.98459713e+00    7.46519644e-04    1.68347527e+00    1.90478006e+00
257      3.26587832e+03    1.97626285e+00    1.94279604e-03    1.98460686e+00    7.46533412e-04    1.68559733e+00    1.90718108e+00
258      3.28095293e+03    1.97626357e+00    1.94315884e-03    1.98461649e+00    7.46547242e-04    1.68770782e+00    1.90956901e+00
259      3.29609712e+03    1.97626423e+00    1.94352485e-03    1.98462604e+00    7.46561136e-04    1.68980677e+00    1.91194388e+00
260      3.31131121e+03    1.97626484e+00    1.94389409e-03    1.98463549e+00    7.46575095e-04    1.69189417e+00    1.91430569e+00
261      3.32659553e+03    1.97626540e+00    1.94426658e-03    1.98464486e+00    7.46589119e-04    1.69397005e+00    1.91665445e+00
262      3.34195040e+03    1.97626591e+00    1.94464236e-03    1.98465415e+00    7.46603211e-04    1.69603440e+00    1.91899018e+00
263      3.35737614e+03    1.97626638e+00    1.94502145e-03    1.98466334e+00    7.46617370e-04    1.69808726e+00    1.92131290e+00
264      3.37287309e+03    1.97626680e+00    1.94540389e-03    1.98467246e+00    7.46631598e-04    1.70012863e+00    1.92362262e+00
265      3.38844156e+03    1.97626717e+00    1.94578969e-03    1.98468148e+00    7.46645896e-04    1.70215852e+00    1.92591935e+00
266      3.40408190e+03    1.97626750e+00    1.94617889e-03    1.98469043e+00    7.46660265e-04    1.70417695e+00    1.92820312e+00
267      3.41979443e+03    1.97626779e+00    1.94657152e-03    1.98469929e+00    7.46674706e-04    1.70618394e+00    1.93047394e+00
268      3.43557948e+03    1.97626803e+00    1.94696761e-03    1.98470807e+00    7.46689220e-04    1.70817950e+00    1.93273184e+00
269      3.45143739e+03    1.97626823e+00    1.94736719e-03    1.98471677e+00    7.46703808e-04    1.71016365e+00    1.93497682e+00
270      3.46736850e+03    1.97626839e+00    1.94777028e-03    1.98472539e+00    7.46718472e-04    1.71213642e+00    1.93720892e+00
271      3.48337315e+03    1.97626850e+00    1.94817692e-03    1.98473393e+00    7.46733211e-04    1.71409781e+00    1.93942815e+00
272      3.49945167e+03    1.97626858e+00    1.94858714e-03    1.98474239e+00    7.46748028e-04    1.71604785e+00    1.94163453e+00
273      3.51560441e+03    1.97626862e+00    1.94900097e-03    1.98475077e+00    7.46762923e-04    1.71798655e+00    1.94382810e+00
274      3.53183170e+03    1.97626862e+00    1.94941844e-03    1.98475907e+00    7.46777898e-04    1.71991395e+00    1.94600886e+00
275      3.54813389e+03    1.97626858e+00    1.94983958e-03    1.98476730e+00    7.46792954e-04    1.72183005e+00    1.94817685e+00
276      3.56451133e+03    1.97626851e+00    1.95026443e-03    1.98477545e+00    7.46808091e-04    1.72373488e+00    1.95033209e+00
277      3.58096437e+03    1.97626840e+00    1.95069301e-03    1.98478353e+00    7.46823311e-04    1.72562847e+00    1.95247460e+00
278      3.59749335e+03    1.97626826e+00    1.95112536e-03    1.98479153e+00    7.46838615e-04    1.72751084e+00    1.95460442e+00
279      3.61409863e+03    1.97626808e+00    1.95156151e-03    1.98479945e+00    7.46854005e-04    1.72938200e+00    1.95672156e+00
280      3.63078055e+03    1.97626787e+00    1.95200149e-03    1.98480731e+00    7.46869480e-04    1.73124199e+00    1.95882606e+00
281      3.64753947e+03    1.97626762e+00    1.95244534e-03    1.98481509e+00    7.46885044e-04    1.73309083e+00    1.96091794e+00
282      3.66437575e+03    1.97626735e+00    1.95289309e-03    1.98482280e+00    7.46900695e-04    1.73492855e+00    1.96299724e+00
283      3.68128974e+03    1.97626704e+00    1.95334477e-03    1.98483043e+00    7.46916437e-04    1.73675516e+00    1.96506397e+00
284      3.69828180e+03    1.97626670e+00    1.95380042e-03    1.98483800e+00    7.46932270e-04    1.73857070e+00    1.96711818e+00
285      3.71535229e+03    1.97626633e+00    1.95426008e-03    1.98484550e+00    7.46948195e-04    1.74037520e+00    1.96915989e+00
286      3.73250158e+03    1.97626593e+00    1.95472377e-03    1.98485292e+00    7.46964213e-04    1.74216868e+00    1.97118914e+00
287      3.74973002e+03    1.97626550e+00    1.95519153e-03    1.98486028e+00    7.46980326e-04    1.74395117e+00    1.97320595e+00
288      3.76703799e+03    1.97626505e+00    1.95566340e-03    1.98486757e+00    7.46996535e-04    1.74572270e+00    1.97521036e+00
289      3.78442585e+03    1.97626457e+00    1.95613941e-03    1.98487480e+00    7.47012841e-04    1.74748329e+00    1.97720239e+00
290      3.80189396e+03    1.97626406e+00    1.95661960e-03    1.98488195e+00    7.47029245e-04    1.74923298e+00    1.97918209e+00
291      3.81944271e+03    1.97626352e+00    1.95710401e-03    1.98488904e+00    7.47045749e-04    1.75097180e+00    1.98114949e+00
292      3.83707245e+03    1.97626296e+00    1.95759267e-03    1.98489607e+00    7.47062353e-04    1.75269978e+00    1.98310462e+00
293      3.85478358e+03    1.97626237e+00    1.95808562e-03    1.98490302e+00    7.47079060e-04    1.75441695e+00    1.98504752e+00
294      3.87257645e+03    1.97626176e+00    1.95858289e-03    1.98490992e+00    7.47095870e-04    1.75612333e+00    1.98697823e+00
295      3.89045145e+03    1.97626113e+00    1.95908452e-03    1.98491675e+00    7.47112785e-04    1.75781897e+00    1.98889677e+00
296      3.90840896e+03    1.97626047e+00    1.95959056e-03    1.98492352e+00    7.47129806e-04    1.75950389e+00    1.99080318e+00
297      3.92644935e+03    1.97625979e+00    1.96010104e-03    1.98493022e+00    7.47146934e-04    1.76117813e+00    1.99269751e+00
298      3.94457302e+03    1.97625909e+00    1.96061599e-03    1.98493686e+00    7.47164171e-04    1.76284172e+00    1.99457979e+00
299      3.96278034e+03    1.97625836e+00    1.96113547e-03    1.98494344e+00    7.47181518e-04    1.76449469e+00    1.99645006e+00
300      3.98107171e+03    1.97625762e+00    1.96165950e-03    1.98494996e+00    7.47198976e-04    1.76613708e+00    1.99830835e+00
301      3.99944750e+03    1.97625685e+00    1.96218812e-03    1.98495642e+00    7.47216547e-04    1.76776892e+00    2.00015471e+00
302      4.01790811e+03    1.97625607e+00    1.96272138e-03    1.98496282e+00    7.47234232e-04    1.76939025e+00    2.00198918e+00
303      4.03645393e+03    1.97625526e+00    1.96325931e-03    1.98496916e+00    7.47252032e-04    1.77100111e+00    2.00381179e+00
304      4.05508535e+03    1.97625444e+00    1.96380197e-03    1.98497544e+00    7.47269949e-04    1.77260152e+00    2.00562258e+00
305      4.07380278e+03    1.97625359e+00    1.96434937e-03    1.98498166e+00    7.47287984e-04    1.77419152e+00    2.00742161e+00
306      4.09260660e+03    1.97625273e+00    1.96490158e-03    1.98498783e+00    7.47306139e-04    1.77577115e+00    2.00920889e+00
307      4.11149721e+03    1.97625186e+00    1.96545863e-03    1.98499394e+00    7.47324415e-04    1.77734045e+00    2.01098449e+00
308      4.13047502e+03    1.97625096e+00    1.96602056e-03    1.98499999e+00    7.47342813e-04    1.77889946e+00    2.01274843e+00
309      4.14954043e+03    1.97625005e+00    1.96658741e-03    1.98500598e+00    7.47361336e-04    1.78044820e+00    2.01450077e+00
310      4.16869383e+03    1.97624912e+00    1.96715923e-03    1.98501192e+00    7.47379983e-04    1.78198672e+00    2.01624154e+00
311      4.18793565e+03    1.97624818e+00    1.96773606e-03    1.98501781e+00    7.47398757e-04    1.78351506e+00    2.01797079e+00
312      4.20726628e+03    1.97624722e+00    1.96831795e-03    1.98502364e+00    7.47417660e-04    1.78503325e+00    2.01968856e+00
313      4.22668614e+03    1.97624625e+00    1.96890493e-03    1.98502941e+00    7.47436693e-04    1.78654134e+00    2.02139490e+00
314      4.24619564e+03    1.97624527e+00    1.96949706e-03    1.98503513e+00    7.47455856e-04    1.78803936e+00    2.02308984e+00
315      4.26579519e+03    1.97624427e+00    1.97009437e-03    1.98504080e+00    7.47475153e-04    1.78952735e+00    2.02477344e+00
316      4.28548520e+03    1.97624325e+00    1.97069691e-03    1.98504642e+00    7.47494584e-04    1.79100535e+00    2.02644574e+00
317      4.30526610e+03    1.97624223e+00    1.97130472e-03    1.98505198e+00    7.47514151e-04    1.79247340e+00    2.02810677e+00
318      4.32513831e+03    1.97624119e+00    1.97191786e-03    1.98505749e+00    7.47533855e-04    1.79393154e+00    2.02975660e+00
319      4.34510224e+03    1.97624013e+00    1.97253637e-03    1.98506295e+00    7.47553698e-04    1.79537982e+00    2.03139525e+00
320      4.36515832e+03    1.97623907e+00    1.97316029e-03    1.98506836e+00    7.47573682e-04    1.79681826e+00    2.03302279e+00
321      4.38530698e+03    1.97623800e+00    1.97378967e-03    1.98507372e+00    7.47593808e-04    1.79824691e+00    2.03463925e+00
322      4.40554864e+03    1.97623691e+00    1.97442456e-03    1.98507903e+00    7.47614077e-04    1.79966582e+00    2.03624468e+00
323      4.42588372e+03    1.97623582e+00    1.97506501e-03    1.98508429e+00    7.47634492e-04    1.80107502e+00    2.03783913e+00
324      4.44631267e+03    1.97623471e+00    1.97571106e-03    1.98508951e+00    7.47655054e-04    1.80247456e+00    2.03942265e+00
325      4.46683592e+03    1.97623359e+00    1.97636276e-03    1.98509467e+00    7.47675765e-04    1.80386447e+00    2.04099527e+00
326      4.48745390e+03    1.97623247e+00    1.97702016e-03    1.98509978e+00    7.47696626e-04    1.80524480e+00    2.04255706e+00
327      4.50816705e+03    1.97623133e+00    1.97768331e-03    1.98510485e+00    7.47717639e-04    1.80661559e+00    2.04410805e+00
328      4.52897580e+03    1.97623019e+00    1.97835227e-03    1.98510987e+00    7.47738805e-04    1.80797688e+00    2.04564829e+00
329      4.54988060e+03    1.97622904e+00    1.97902707e-03    1.98511485e+00    7.47760127e-04    1.80932872e+00    2.04717784e+00
330      4.57088190e+03    1.97622788e+00    1.97970777e-03    1.98511977e+00    7.47781606e-04    1.81067115e+00    2.04869674e+00
331      4.59198013e+03    1.97622671e+00    1.98039442e-03    1.98512465e+00    7.47803244e-04    1.81200420e+00    2.05020503e+00
332      4.61317575e+03    1.97622554e+00    1.98108707e-03    1.98512949e+00    7.47825042e-04    1.81332793e+00    2.05170278e+00
333      4.63446920e+03    1.97622435e+00    1.98178578e-03    1.98513428e+00    7.47847003e-04    1.81464237e+00    2.05319001e+00
334      4.65586094e+03    1.97622316e+00    1.98249059e-03    1.98513903e+00    7.47869127e-04    1.81594758e+00    2.05466680e+00
335      4.67735141e+03    1.97622197e+00    1.98320156e-03    1.98514373e+00    7.47891418e-04    1.81724359e+00    2.05613317e+00
336      4.69894109e+03    1.97622076e+00    1.98391874e-03    1.98514839e+00    7.47913876e-04    1.81853044e+00    2.05758919e+00
337      4.72063041e+03    1.97621956e+00    1.98464219e-03    1.98515300e+00    7.47936503e-04    1.81980818e+00    2.05903490e+00
